來源文字 ID,譯文 — 英文,譯文 — 閩南語（台灣）,譯文 — 中文（繁體）
commands.undo-close-tab,Undo close tab,Undo close tab,復原已關閉的分頁
commands.context-menu,Show context menu under cursor,Show context menu under cursor,顯示游標下的特色選單
commands.show-debug-info,Show debug info,Show debug info,顯示除錯資訊
commands.open-sandbox-vault,Open sandbox vault,Open sandbox vault,開啟沙盒儲存庫
commands.always-on-top,Toggle window always on top,Toggle window always on top,視窗永遠置頂開關
commands.zoom-in,Zoom in,Zoom in,放大
commands.zoom-out,Zoom out,Zoom out,縮小
commands.reset-zoom,Reset zoom,Reset zoom,重設縮放等級
commands.toggle-preview,Toggle edit/preview mode,Toggle edit/preview mode,切換編輯/預覽模式
commands.move-to-new-window,Move current pane to new window,Move current pane to new window,移動目前窗格至新視窗
commands.open-in-new-window,Open current pane in new window,Open current pane in new window,在新視窗開啟目前窗格
commands.rename-current-file,Rename current file,Rename current file,重新命名目前檔案
dialogue.label-link-affected,This will affect {{links}} in {{files}}.,This will affect {{links}} in {{files}}.,這將影響 {{files}} 中的 {{links}}。
dialogue.msg-updated-links,Updated {{links}} in {{files}}.,Updated {{links}} in {{files}}.,更新 {{files}} 中的 {{links}}。
dialogue.label-update-links,Update links,Update links,更新連結
dialogue.label-confirm-update-link-to-file,Do you want to update internal links that link to this file?,Do you want to update internal links that link to this file?,您是否需要更新與此檔案關聯的內部連結？
dialogue.button-always-update,Always update,Always update,總是更新
dialogue.button-just-once,Just once,Just once,僅此一次
dialogue.button-do-not-update,Do not update,Do not update,不更新
dialogue.label-confirm-deletion,"Are you sure you want to delete ""{{filename}}""?","Are you sure you want to delete ""{{filename}}""?",您確定要刪除「{{filename}}」嗎？
dialogue.label-move-to-system-trash,It will be moved to your system trash.,It will be moved to your system trash.,會將其移動至資源回收筒。
dialogue.label-move-to-vault-trash,"It will be moved to your Obsidian trash, which is located in the "".trash"" hidden folder in your vault.","It will be moved to your Obsidian trash, which is located in the "".trash"" hidden folder in your vault.",會將其移動至 Obsidian 回收筒（即儲存庫目錄中隱藏的 “.trash” 資料夾）裡。
dialogue.label-permanent-delete,The file will be permanently deleted.,The file will be permanently deleted.,會將其永久刪除。
dialogue.label-non-empty-folder,This folder is not empty.,This folder is not empty.,這不是空資料夾。
dialogue.label-delete-folder-warning,"If you continue, all files inside this folder will be deleted.","If you continue, all files inside this folder will be deleted.",如果繼續，此資料夾內的所有檔案將被刪除。
dialogue.label-delete-folder,Delete folder,Delete folder,刪除資料夾
dialogue.button-delete,Delete,Delete,刪除
dialogue.button-delete-do-not-ask-again,Delete and don't ask again,Delete and don't ask again,刪除，且不再過問。
dialogue.label-do-not-ask-again,Don't ask again,Don't ask again,不再過問
dialogue.label-existing-backlink,There are currently {{links}} pointing to this note.,There are currently {{links}} pointing to this note.,目前有 {{links}} 與該文件相關。
dialogue.label-existing-backlink_plural,There are currently {{links}} pointing to this note.,There are currently {{links}} pointing to this note.,目前有 {{links}} 個指向此筆記。
dialogue.label-delete-file,Delete file,Delete file,刪除檔案
dialogue.button-manage,Manage,Manage,管理
dialogue.button-cancel,Cancel,Cancel,取消
dialogue.button-done,Done,Done,完成
dialogue.button-save,Save,Save,儲存
dialogue.button-stop,Stop,Stop,停止
dialogue.button-continue,Continue,Continue,繼續
dialogue.preparing-pdf,Preparing PDF...,Preparing PDF...,正在準備 PDF……
dialogue.label-rename-file,Rename file,Rename file,重新命名
dialogue.label-rename-file-generic,File name,File name,檔案名稱
dialogue.label-new-name,New name,New name,新名稱
dialogue.msg-rename-success,Successfully renamed file.,Successfully renamed file.,檔案重新命名成功。
dialogue.label-rename-heading,Rename heading,Rename heading,重新命名標題
dialogue.label-rename-blockid,Rename block ID,Rename block ID,重新命名區塊 ID
menu-items.new-file,Create Note,Create Note,建立筆記
menu-items.new-file-to-the-right,New Note to the Right,New Note to the Right,在右側建立筆記
menu-items.new-window,New Window,New Window,建立視窗
menu-items.open-switcher,Open Quickly...,Open Quickly...,快速開啟…
menu-items.open-vault,Open Vault...,Open Vault...,開啟儲存庫…
menu-items.close-tab,Close Tab,Close Tab,關閉分頁
menu-items.close-window,Close Window,Close Window,關閉視窗
menu-items.find,Find,Find,尋找
menu-items.replace,Replace,Replace,取代
menu-items.insert-callout,Callout,Callout,註標
menu-items.insert-markdown-link,Markdown Link,Markdown Link,Markdown 連結
menu-items.insert-wikilink,Link,Link,連結
menu-items.set-heading,Heading {{level}},Heading {{level}},標題 {{level}}
menu-items.no-heading,No Heading,No Heading,無標題
menu-items.insert-quote,Quote,Quote,引文
menu-items.export-pdf,Export PDF,Export PDF,匯出 PDF
menu-items.toggle-bullet-list,Bullet List,Bullet List,無序清單
menu-items.toggle-numbered-list,Numbered List,Numbered List,有序清單
menu-items.toggle-checklist,Task List,Task List,待辦清單
menu-items.toggle-bold,Bold,Bold,粗體
menu-items.toggle-code,Code,Code,程式碼
menu-items.toggle-comment,Comment,Comment,註解
menu-items.toggle-italics,Italics,Italics,斜體
menu-items.toggle-highlight,Highlight,Highlight,反白
menu-items.toggle-strikethrough,Strikethrough,Strikethrough,刪除線
menu-items.toggle-comments,Comment,Comment,註解
menu-items.fold-all,Fold All,Fold All,全部收合
menu-items.unfold-all,Unfold All,Unfold All,全部展開
menu-items.fold-more,Fold More,Fold More,收合更多
menu-items.fold-less,Fold Less,Fold Less,收合較少
menu-items.source-mode,Source Mode,Source Mode,原始碼模式
menu-items.reading-view,Reading View,Reading View,閱讀檢視模式
menu-items.show-debug-info,Show Debug Info,Show Debug Info,顯示除錯資訊
menu-items.open-sandbox,Open Sandbox Vault,Open Sandbox Vault,開啟沙盒儲存庫
menu-items.navigate-back,Navigate Back,Navigate Back,向後巡覽
menu-items.navigate-forward,Navigate Forward,Navigate Forward,向前巡覽
menu-items.toggle-left-sidebar,Toggle Left Sidebar,Toggle Left Sidebar,切換左側邊欄
menu-items.toggle-right-sidebar,Toggle Right Sidebar,Toggle Right Sidebar,切換右側邊欄
menu-items.split-right,Split Right,Split Right,向右分割
menu-items.split-down,Split Down,Split Down,向下分割
menu-items.release-notes,Release Notes,Release Notes,更新日誌
plugins.name,Plugins,Plugins,外掛程式
plugins.file-explorer.name,File explorer,File explorer,檔案瀏覽器
plugins.file-explorer.desc,See all the files in your vault.,See all the files in your vault.,查看儲存庫中的所有檔案。
plugins.file-explorer.action-open,Open file explorer,Open file explorer,開啟檔案瀏覽器
plugins.file-explorer.action-show,Show file explorer,Show file explorer,顯示檔案瀏覽器
plugins.file-explorer.action-create-note,Create new note,Create new note,新增筆記
plugins.file-explorer.action-create-note-in-current-tab,Create new note in current tab,Create new note in current tab,在目前的分頁中建立筆記
plugins.file-explorer.action-create-note-to-the-right,Create note to the right,Create note to the right,在右側建立筆記
plugins.file-explorer.action-collapse-all,Collapse all,Collapse all,全部折疊
plugins.file-explorer.action-expand-all,Expand all,Expand all,全部展開
plugins.file-explorer.action-new-note,New note,New note,新增筆記
plugins.file-explorer.action-new-folder,New folder,New folder,新增資料夾
plugins.file-explorer.action-change-sort,Change sort order,Change sort order,排序
plugins.file-explorer.action-reveal-file,Reveal file in file explorer,Reveal file in file explorer,在檔案瀏覽器顯示本筆記
plugins.file-explorer.action-reveal-active-file,Reveal active file in file explorer,Reveal active file in file explorer,在檔案瀏覽器顯示目前筆記
plugins.file-explorer.command-make-a-copy,Make a copy of the current file,Make a copy of the current file,建立目前檔案的複本
plugins.file-explorer.command-move-file,Move file to another folder,Move file to another folder,搬移檔案到其他資料夾
plugins.file-explorer.action-move-file,Move file to...,Move file to...,搬移檔案到…
plugins.file-explorer.action-move-folder,Move folder to...,Move folder to...,搬移資料夾到…
plugins.file-explorer.action-move-items,Move {{count}} items to...,Move {{count}} items to...,將 {{count}} 個項目移動至……
plugins.file-explorer.prompt-type-folder,Type a folder,Type a folder,輸入資料夾名稱
plugins.file-explorer.label-no-folders,No folders found.,No folders found.,找不到資料夾。
plugins.file-explorer.instruction-navigate,to navigate,to navigate,導覽
plugins.file-explorer.instruction-move,to move,to move,搬移
plugins.file-explorer.instruction-create,to create,to create,建立
plugins.file-explorer.instruction-dismiss,to dismiss,to dismiss,退出
plugins.file-explorer.label-sort-a-to-z,Sort by file name (A to Z),Sort by file name (A to Z),按檔案名升冪排列 (A-Z)
plugins.file-explorer.label-sort-z-to-a,Sort by file name (Z to A),Sort by file name (Z to A),按檔案名降冪排列 (Z-A)
plugins.file-explorer.label-sort-new-to-old,Sort by edit time (new to old),Sort by edit time (new to old),按編輯時間排序（從新到舊）
plugins.file-explorer.label-sort-old-to-new,Sort by edit time (old to new),Sort by edit time (old to new),按編輯時間排序（從舊到新）
plugins.file-explorer.label-sort-created-old-to-new,Created time (old to new),Created time (old to new),按建檔時間排序（從舊到新）
plugins.file-explorer.label-sort-created-new-to-old,Created time (new to old),Created time (new to old),按建檔時間排序（從新到舊）
